Frederick Polls,Frederick Polls
Frederick Polls (Crist),
Fulcrum,
GBA Strategies,GBA Strategies
GCR/WWL-TV,
GEB International,GEB International
GHY,Garin-Hart-Yang Research Group
GQR,GQR / Democracy Corps
GQR/AmericanViewpoint,
GQRR,
GS Strategies,
GS Strategy Group,
GSG,
GWU (Lake/Tarrance),
GWU Battleground,
GWU/Battleground,
GWU/Politico (Lake/Tarrance),
GaPundit.com,GaPundit.com
Gallup,Gallup
Gallup/USA Today,
Garin Hart Yang,
Garin-Hart-Yang,Garin Hart Yang
Glengariff Group,
Glengariff/Detroit News/WDIV,Glengariff/Detroit News/WDIV
Global Strategy,Global Strategy Group
Global Strategy (D)/House Majority PAC,
Global Strategy Group,Global Strategy Group
Global Strategy Group/Lester,
Globe/UNH,
Glover Park Group/USD/U-T San Diego,
Gonzales,
Gonzales Research,Gonzales Research
Goodwin Simon,
Goodwin Simon Victoria,
Gotham Research Group,
Goucher College,
GrassrootsPA (R) / Dane,
Gravis Marketing,Gravis Marketing
Gravis Marketing (Grayson),
Gravis Marketing/Howie Carr,
Gravis Marketing/Human Events,Gravis Marketing/Human Events
Gravis Marketing/TownHall.com,Gravis Marketing/TownHall.com
Gravis/Human Events,Gravis/Human Events
Greenberg Quinlan Rosner,
Greg Smith,
Grove,
Grove Insight,Grove Insight
Grove/Myers,
Hamilton,Hamilton Campaigns
Hamilton Beattie(D)/Ayres McHenry(R),
Hamilton Campaigns,Hamilton Campaigns
Hampton University,Hampton University
Harper,Harper Polling
Harris,
Harris (internet),
Harris (phone),
Harris Interactive,
Harstad,Harstad
Hart,
Hart/McLaughlin,
Harvard/St Anselm,
Hays Research,Hays Research Group
Hays Research/Walker (I),Hays Research/Walker (I)
HealthDay/Harris (internet),
Hellenthal,Hellenthal & Associates
Hellenthal/Alaskans Standing Together,
Hellenthal/Sam Kito,
Hendrix College,Hendrix College
Hendrix College/Talk Business,Hendrix College
Herald-Leader/WKYT/Research 2000,
Hickman,Hickman
Hicks Evaluation Group,Hicks Evaluation Group
High Point University,High Point University
High Point University/Fox 8,
High Point University/SurveyUSA,
High Point University/UNC,
Hill Research,Hill Research
Hill Research Consultants,Hill Research Consultants
Hoffman Research,Hoffman Research Group
Honolulu Civil Beat/Merriman,Honolulu Civil Beat/Merriman
Honolulu Star-Advertiser/Hawaii News Now/Ward Research,Honolulu Star-Advertiser/Hawaii News Now/Ward Research
Howey-Depauw,
Howey-Gauge,
HuffPost/YouGov,YouGov
IAdvantage,
IBD/TIPP,IBD/TIPP
IVR Polls,IVR Polls
IVRPolls,
Impact,Impact
Indiana Legislative Insight,
Indy Star / Selzer,
InsideMedford.com / MRG,
Insider Advantage,
InsiderAdvantage,InsiderAdvantage
InsiderAdvantage/Florida Times-Union,
InsiderAdvantage/Fox 5 Atlanta,
InsiderAdvantage/Fox 5 Atlanta/Morris News Service,InsiderAdvantage/Fox 5 Atlanta/Morris News Service
Iona College,Iona College
Iowa State,Iowa State University
Ipsos,
Ipsos/Bangor Daily News,Ipsos/Bangor Daily News
Ipsos/Crain's Business Journal,
Ipsos/McClatchy,
Ipsos/Reuters,Ipsos/Reuters
Ipsos/Reuters (Internet),
Ipsos/Reuters (Web),
Ivan Moore,Ivan Moore
Ivan Moore/DCCC,
J. Moore Methods,
JMC Analytics and Polling,JMC Enterprises of Louisiana
JZ Analytics,
JZ Analytics/Newsmax,
Kaiser FF,
Kean/Pulse,
Keating,Keating
Kenski,
Kentucky Poll/Research 2000,
Key/BYU,
Kiley,Kiley
Kimball Political Consulting,Kimball Political Consulting
Kitchens,
Lake,Lake Research
Lake Research,Lake Research
Lake Research (Chicago Teachers Union-D/Garcia),
Lake Research Partners,Lake Research
Landmark,Landmark Communications
Landmark Comm.,
Landmark/Rosetta Stone,Landmark/Rosetta Stone
Las Vegas Review-Journal/UNLV,
Lauer Johnson Research,Lauer Johnson Research
Lester,Ron Lester and Associates
Lindholm,
Lombardo,
Loras College,Loras College
Lukens Company,Lukens Company
Lycoming College,Lycoming College
M4/SBAC,
MIRS,
MIRS/ Denno-Noor/ Rossman,
MIRS/Mitchell,
MIRS/Mitchell/Rosetta Stone,
MPR/Humphrey Institute,
MPR/Mason-Dixon,
MPRC,MPRC
MPRC/Maine People's Alliance,
MRI,
MSU-Billings,MSU - Billings
MSU/KY3,
MSU/The Forum,
MTSU,MTSU
MacIver/POS,
Macro International,
Magellan,Magellan
Magellan Research,Magellan Strategies
Make US Great Again/Wilson,
Manhattanville College,Manhattanville College
Marist,
Marist College,Marist College
Marist/McClatchy,
Mark Blankenship Enterprises,
Market Decisions,Market Decisions
Market Research Group,
Marketing Resource Group,MRG
Marquette Law School,Marquette Law School
Marshall/Orion,
Mason Dixon,
Mason-Dixon,
Mason-Dixon/Argus Leader/KELO-TV,Mason-Dixon/Argus Leader/KELO-TV
Mason-Dixon/Casper Star-Tribune,
Mason-Dixon/Every Child Matters,
Mason-Dixon/Idaho Newspapers,
Mason-Dixon/Idaho Statesman,
Mason-Dixon/News Service of Florida,Mason-Dixon/News Service of Florida
Mason-Dixon/Review Journal,
Mason-Dixon/Star Tribune,Mason-Dixon/Star Tribune
Mason-Dixon/Telemundo/Leadership Florida/Florida Press Association,Mason-Dixon/Telemundo/Leadership Florida/Florida Press Association
Mason-Dixon/The Salt Lake Tribune,
Mass Insight/Opinion Dynamics,Mass Insight/Opinion Dynamics
MassINC,MassINC Polling Group
MassINC/WBUR,MassINC/WBUR
McClatchy/Marist,
McLaughlin,McLaughlin
McLaughlin (R)/Citizens United,
McLaughlin (R)/National  Review,
Mellman,Mellman
Mellman Group,Mellman
Mercyhurst College,
Mercyhurst University,Mercyhurst University
Merriman,Merriman River Group
Missouri State University / KY3,
Missouri State University /KOLR,
Mitchell Research,Mitchell
Mitchell Research/Fox 2 Detroit,Mitchell Research/Fox 2 Detroit
Mitchell Research/MIRS,Mitchell Research/MIRS
Momentum Analysis,Momentum Analysis
Monmouth,Monmouth University
Monmouth University,Monmouth U.
Monmouth University/Asbury Park Press,Monmouth University/Asbury Park Press
Monmouth/Gannett,
Monmouth/SurveyUSA,
Moore,Moore
Moore Info,
Moore Information,Moore Information
Muhlenberg,Muhlenberg College
Muhlenberg/Christopher Newport/Virginian-Pilot/WVEC,
Muhlenberg/Morning Call,Muhlenberg/Morning Call
Multi-Quest,Multi Quest International Inc
Municipoll,Municipoll
Myers,Myers
Myers Res/Grove,
Myers Research/Strategic Services,
Myers/Strategic,
N. Arizona U,
NBC 10/Quest,
NBC New York/Marist,
NBC New York/WSJ/Marist,
NBC News,
NBC/MSNBC/Telemundo,
NBC/Marist,NBC/Marist
NBC/Mason-Dixon,
NBC/PSRA,
NBC/WSJ,NBC News/Wall Street Journal
NBC/WSJ/Annenberg,
NBC/WSJ/Marist,
NBC4/Marist,
NBC4/WAMU/Washington Informer/Marist,
NBC4/Washington Post/Marist,
NCSC,
NJASCU/Penn Schoen and Berland,
NMB,
NMSU,
NORS,
NPR,NPR
NRCC,
NSLC/Public Opinion Strategies,
NSON,NSON
NY1,
NY1 / Baruch College,
NY1/Capital New York/Siena,
NY1/Marist,
NY1/Siena,
NYT/Kaiser,NYT/Kaiser
NYT/NY1/Siena,
NYT/Siena,
NYTimes Newspapers,
National Research,"National Research, Inc."
National Research/Club for Growth,
Neighborhood,Neighborhood Research Corporation
Nevada News & Views,
Nevada News Bureau,
New England College,New England College
New York Times,
NewsMax/InsiderAdvantage,
NewsMax/Zogby,
Newsday/News 12 Long Island/Siena,
Newsweek,
Newsweek/Daily Beast,
Nielson Brothers,Nielson Brothers Polling
Nielson Brothers Polling/Northern Plain News,Nielson Brothers Polling/Northern Plain News
"Normington, Petts & Associates","Normington, Petts & Associates"
North Star Opinion Research,North Star Opinion Research
Now Hampshire,
ODU,
ODU/Virginian-Pilot,
OH Right to Life/Wenzel,
ONE/McLaughlin,
Ogden & Fry,
Ohio Newspaper Organization/University of Cincinnati,
Ohio University,Ohio University
OnMessage,OnMessage
OnSight/Keating,
OnSight/Project New America/Keating,
Opinion Factor,
Opinion Research Associates,Opinion Research Associates
PACE/USC,
PCCC,
POS,POS
POS (R) / FM3,
PPEF/Zogby,
PPIC,PPIC
PPP,PPP
PTP/MECPO,
Pajamas Media,
Pan Atlantic SMS Group,Pan Atlantic SMS Group
Penn Schoen Berland/amNewYork/News 12,
Pew,Pew Research Center
Pew Economic Policy Group,
Pew/National Journal,
Pew/POS/GQR,
Pew/USA Today,
Pharos Research Group,Pharos Research Group
Philadelphia Inquirer,Philadelphia Inquirer
Philadelphia Inquirer/National Research (R)/GSG,
Politico (Tarrance),
Politico / Penn Schoen Berland,
Politico / Public Strategies,
Politico/GWU/Battleground,
Politico/InsiderAdvantage,
Politico/PPP/Harper,
PoliticsPA/Municipoll,
Poll Position,
Portland Tribune,
Post-Dispatch/Research 2000,
Post/Kaiser,
Press-Register/U S. Alabama,
Probolsky Research,
Project New America,
Project New America/Myers,
Project New West,
Project Vote,
Public Opinion Strategies,Public Opinion Strategies
Public Religion Research Institute,
Public Strategies,
Public Strategies/KENS/Texas Belo,
Public Strategy Group,
Pulsar Research,
Pulse Opinion Research,
Pulse Opinion Research (Altschuler),
Pulse Opinion Research/Let Freedom Ring,
Pulse Opinion Research/Star Tribune,
Purple Strategies,Purple Strategies
QEV / National Organization for Marriage,
Quinn,
Quinnipiac,Quinnipiac
Quinnipiac/CBS,
Quinnipiac/NYT/CBS,
Quinnipiac/WSJ/Post,
R.L. Repass & Partners,"R.L. Repass & Partners, Inc"
R.L. Repass & Partners/Charleston Daily Mail,R.L. Repass & Partners/Charleston Daily Mail
RBC CASH/Ipsos,
RBI,
RRH/PMI,RRH/PMI
Rainmaker,
Rasmussen,Rasmussen (Pulse Opinion Research)
Rasmussen/CBS 5,
Reason/Rupe,
Remington,Remington
Remington (R)/Missouri Alliance for Freedom,
Reno Gazette-Journal/Research 2000,
Research & Polling,
Research 2000,Research 2000
Research 2000 / WISH-TV,
Research 2000/DailyKos.com,
Research and Research,
Research for Change,
Resurgent Republic,
Reuters/ C-SPAN/ Zogby,
Reuters/Ipsos,
Reuters/Zogby,
Rhode Island College,Rhode Island College
Riley Research,
Rivercity,
Roanoke College,Roanoke College
Robert Morris University,Robert Morris University
Rocky Mountain/News 4,
Rosetta Stone,Rosetta Stone
Rossman Group,Rossman Group
Rossman/Team TelCom,
RunSwitch/Harper Polling,
Rutgers-Eagleton,
SE Louisiana U,
SEA Polling,
Sacred Heart U,
Sage Systems,
Saint Anselm/SRBI,
Saint Leo University,Saint Leo U.
San Jose State,
SayfieReview/AIF/Zogby,
Schoen,
Selzer and Co,
Selzer and Co.,
Selzer-Star-WTHR,
Selzer/University of Denver,
Siena,Siena
Singularis Group,
SoonerPoll.com,SoonerPoll.com
SoonerPoll.com/KWTV/KOTV,SoonerPoll.com/KWTV/KOTV
SoonerPoll.com/News on 6/News 9,SoonerPoll.com/News on 6/News 9
SoonerPoll.com/Tulsa World,SoonerPoll.com/Tulsa World
South Bend/Research 2000,
Southern Illinois U,
Southern Illinois University,Southern Illinois U.
Southern Media & Opinion Research/Lane Grigsby,
Southern Media/Opinion Research,Southern Media/Opinion Research
St Anselm,
St Cloud,St. Cloud State University
St Norbert,St. Norbert College
St Norbert/WPR,St Norbert/WPR
St Pete/Herald/News 9,
St Petersberg Times,
St. Cloud St,St. Cloud State University
St. Cloud St. Univ.,
St. Cloud St/Minnpost,
St. Mary's College of Maryland,
StPetePolls.org,StPetePolls.org
Star Tribune,Star Tribune
Star Tribune / PSRA,
State House News / KRC,
Stinson,
Stockton,Stockton
Strategic Vision,
Strategic Vision ,
StrategicVision,
Strategies 360,Strategies 360
Suffolk,Suffolk
Suffolk/Boston Herald,Suffolk/Boston Herald
Suffolk/KSNV,
Suffolk/NBC12,
Suffolk/USA Today,Suffolk/USA Today
Summit,
Sunshine State News/VSS,Sunshine State News/VSS
Survey USA,
SurveyUSA,SurveyUSA
SurveyUSA/11Alive,SurveyUSA/11Alive
SurveyUSA/Axiom,
SurveyUSA/Civitas,SurveyUSA/Civitas
SurveyUSA/Courier-Journal/Herald-Leader/WHAS/WKYT,SurveyUSA/Courier-Journal/Herald-Leader/WHAS/WKYT
SurveyUSA/Denver Post,SurveyUSA/Denver Post
SurveyUSA/High Point University,SurveyUSA/High Point University
SurveyUSA/KABC/KFSN/KGTV/KPIX,
SurveyUSA/KFSN-TV,
SurveyUSA/KGTV-TV,
SurveyUSA/KGTV-TV/U-T San Diego,
SurveyUSA/KOTA/KSFY/Aberdeen American News,SurveyUSA/KOTA/KSFY/Aberdeen American News
SurveyUSA/KPIX,
SurveyUSA/KSN,SurveyUSA/KSN
SurveyUSA/KSN-TV,SurveyUSA/KSN-TV
SurveyUSA/KSTP-TV,SurveyUSA/KSTP-TV
SurveyUSA/KWCH-TV,SurveyUSA/KWCH-TV
SurveyUSA/Las Vegas Review-Journal/KLAS-TV,
SurveyUSA/POS,
SurveyUSA/TWC News North Carolina,SurveyUSA/TWC News North Carolina
SurveyUSA/The Courier-Journal,
SurveyUSA/U of Delaware,
SurveyUSA/WABC-TV,
SurveyUSA/WCMH,SurveyUSA/WCMH
SurveyUSA/WFLA-TV,SurveyUSA/WFLA-TV
SurveyUSA/WRAL,SurveyUSA/WRAL
Susquehanna,Susquehanna
Syracuse.com/Post-Standard/Siena,
TCPalm.com/Zogby,
TIME,
TIPP/Investor's Business Daily/Christian Science Monitor,
TSG/Orion Strategies,
TVPoll.com,
TX Newspapers,
Talk Business/Zata3,
Target-Insyght/MIRS,Target-Insyght/MIRS
Target-Insyght/MIRS/GCSI,Target-Insyght/MIRS/GCSI
TargetPoint,
TargetPoint/New Leadership USA,
Tarrance,Tarrance
Tel Opinion,Tel Opinion Research
Tel Opinion Research,Tel Opinion Research
TeleResearch,
Temple,
Texas Credit Union League,Texas Credit Union League
Texas Lyceum,Texas Lyceum
The Hill/ANGA,
The Iowa Republican/VCR,
The Lee Newspapers Poll/Mason-Dixon,
The Ohio Poll/University of Cincinnati,
The Polling Company,Polling Company
The Polling Company (R)/Breitbart,The Polling Company (R)/Breitbart
The Polling Company Inc./WomanTrend,The Polling Company Inc./WomanTrend
The Star Tribune Minnesota Poll/Mason-Dixon,
Third Eye Strategies,
Time,
Time Warner Cable News/Siena,
Times / NY1 / Cornell,
Times Union/Siena,
Times-Union/InsiderAdvantage,
Times-Union/Sun-Sentinel,
Times/Bloomberg,
Triton,Triton
Tulchin Research,Tulchin Research
Tulsa World/SoonerPoll.com,
U Conn,
U of Akron,
U of Arkansas,U of Arkansas
U of Central Arkansas,
U of Iowa,University of Iowa
U of So. Alabama,
U of So. Alabama/Alabama Media,
U of Texas,
U of Texas/Texas Tribune,U of Texas/Texas Tribune
U of Texas/YouGov,
U of Wisconsin,
UConn,
UConn/Hartford Courant,
UF-MDC,
UMass Amherst/WBZ-TV/YouGov,UMass Amherst/WBZ-TV/YouGov
UMass Amherst/YouGov,UMass Amherst/YouGov
UMass Lowell,
UMass Lowell/7 News,UMass Lowell/7 News
UMass Lowell/Boston Herald,
UMass Lowell/Herald,
UNF,UNF
UNH,
UNH/Boston Globe,
UNH/Portland Press Herald/Maine Sunday Telegram,UNH/Portland Press Herald/Maine Sunday Telegram
UNH/WMUR,UNH/WMUR
UNH/WMUR/CNN,
UPI/CVOTER,
USA Today/Gallup,
USA Today/PSRAI,
USA TodayGallup,
USAToday/Gallup,
USC/LA Times,USC/LA Times
USC/LATimes,
USFP,
UW Badger Poll,
UW PoliSci/Wispolitics.com,
UW-Milwaukee,
United Technologies/National Journal,
United Transportation Union,
University of Cincinnati,
University of Delaware,University of Delaware
University of Florida,University of Florida
University of Florida/Tampa Bay Times/Bay News 9,University of Florida/Tampa Bay Times/Bay News 9
University of Illinois Springfield,University of Illinois Springfield
University of Mary Washington/PSRAI,University of Mary Washington/PSRAI
University of Texas,
University of Washington,University of Washington
University of Washington/KCTS9,
Univision/FIU,
V/C,
VCR,VCR
VCR (Grayson-R),
VCU,
VSS,VSS
Val Smith,Val Smith
Vanderbit/PSRA,
Victoria Research,Victoria Research & Consulting
Victory Ent,
Victory Ent.,
Vitale,
Voter Survey Service,
Voter/Consumer,
Voter/Consumer Research,Voter/Consumer Research
Vox Populi,Vox Populi Communications
WDIV/Detroit News,
WISC-TV/Research 2000,
WMUR/UNH,
WNBC/Marist,
WNEC,Western New England University
WNEU,WNEU
WNEU/MassLive.com,
WNEU/MassLive.com/WSHM,
WPA,Wilson Research Strategies
WPA Opinion Research,Wilson Research Strategies
WPA Research,Wilson Research Strategies
WPR/St Norbert,
WPRI,
WSB-TV/InsiderAdvantage,
WSJ/NBC New York/Marist,WSJ/NBC New York/Marist
WSOC-TV,
WV Wesleyan/Orion,
WWL/Loyola,
WWNY-7 News/Siena,
War Room Logistics,War Room Logistics
Ward Research,
Washington Post,Washington Post
Washington Post/Abt-SRBI,
Washington Post/Bloomberg,
Washington Post/Harvard/Kaiser,
Washington Post/University of Maryland,Washington Post/University of Maryland
Washington Times/JZ Analytics,
We Ask America,We Ask America
We Ask America (Chicago Merchants Association),
We Ask America/Capitol Fax,We Ask America/Capitol Fax
We Ask America/Chicago Merchants Association,
We Ask America/Chicago Sun-Times,We Ask America/Chicago Sun-Times
We Ask America/Fox Chicago,
We Ask America/Reboot Illinois,We Ask America/Reboot Illinois
We Ask America/The Illinois Observer,We Ask America/The Illinois Observer
Wenzel Strategies,Wenzel Strategies
West Chester U,
Western Kentucky University,Western Kentucky University
Western Wats,
Wiese/Omaha World-Herald,
Wilson,
Wilson Perkins Allen Opinion Research,Wilson
Wilson Research,
Winston Group,Winston Group
Winthrop University,Winthrop U.
Winthrop/ETV,
YouGov,YouGov
YouGov/Economist,YouGov
YouGov/Polimetrix,
Zata3,Zata3
Zimmerman-MrktngIntell,
Zogby,
Zogby (IVR),
Zogby (Inetrnet),
Zogby (Internet),Zogby (Internet)
Zogby (Internet/Phone),
Zogby (Phone),
Zogby (Phone) / Bernard Rapoport,
Zogby/Newsmax,
Zogby/Reuters,
ccAdvertising,ccAdvertising
http://www.dailykos.com/storyonly/2009/1/10/133747/921/913/682505,
the polling company/WomanTrend,
